0,20,4
2,6,5
6,15,2
19,21,8
28,44,10
44,95,40
130,125,89
225,179,65
492,129,64
2749,134,87
226,178,62
204,258,82
116,267,95
42,348,84
74,491,102
28,652,101
120,888,169
42,928,104
13,1010,91
0,0,0
